,Start date,Country,Location,Total deaths,Total affected,Total damage ('000 US$),Year,Food Balance: Feed,Food Balance: Stock Variation,Food Balance: Export Quantity,Food Balance: Seed,Food Balance: Other uses,Food Balance: Processing,Food Balance: Domestic supply quantity,Food Balance: Food,Food Balance: Production,Food Balance: Waste,Food Balance: Import Quantity,Food Aid: Value,Crop Production: Production,Crop Production: Area harvested,Crop Production: Yield,Crop Production: Seed,x,y
300,14/09/1991,India,West Bengal state,84.0,4000000.0,40000.0,1991,662.0,3950.0,662.0,2626.0,0.0,-0.0,58423.0,53485.0,55135.0,1650.0,0.0,0.0,55134496.0,24167104.0,22814.0,2626000.0,0.15626860379157403,-0.17731663065681405
301,08/09/1992,India,"Uttar Pradesh, Jammu, Madhya Pradesh",500.0,70000.0,57850.0,1992,688.0,1960.0,39.0,2459.0,0.0,-0.0,58974.0,54157.0,55690.0,1670.0,1364.0,20384.0,55689504.0,23261904.0,23940.0,2459000.0,-3.0271305193577356,-0.3737309743329627
302,08/10/1992,India,"Vamanapuram, Amravilla (Trivadrum district, Kerala state)",51.0,500.0,182100.0,1992,688.0,1960.0,39.0,2459.0,0.0,-0.0,58974.0,54157.0,55690.0,1670.0,1364.0,20384.0,55689504.0,23261904.0,23940.0,2459000.0,-3.0265573374701265,-0.3730601914031162
303,26/07/1992,India,Orissa state,16.0,3000000.0,0.0,1992,688.0,1960.0,39.0,2459.0,0.0,-0.0,58974.0,54157.0,55690.0,1670.0,1364.0,20384.0,55689504.0,23261904.0,23940.0,2459000.0,-3.032200005211652,-0.3796645771596784
304,10/11/1992,India,"Tamil Nadu, Kerala, Karnataka, Andhra Pradesh states",179.0,500.0,69000.0,1992,688.0,1960.0,39.0,2459.0,0.0,-0.0,58974.0,54157.0,55690.0,1670.0,1364.0,20384.0,55689504.0,23261904.0,23940.0,2459000.0,-3.026563055256435,-0.37306663217545377
305,/09/1992,India,"Banda, Allahbad, Kanpur (Uttar Pradesh)",86.0,0.0,0.0,1992,688.0,1960.0,39.0,2459.0,0.0,-0.0,58974.0,54157.0,55690.0,1670.0,1364.0,20384.0,55689504.0,23261904.0,23940.0,2459000.0,-3.027752231753586,-0.37445724672522335
306,08/07/1993,India,"Punjab, Haryana, Himachal Pradesh,  Gujarat, Jammu and Kashmir, Rajasthan, Madhya Pradesh, Chandigarh, Assam  states",827.0,128000000.0,7000000.0,1993,687.0,1000.0,6.0,2515.0,0.0,0.0,58446.0,53528.0,57210.0,1716.0,243.0,52343.0,57210100.0,24588900.0,23267.0,2515000.0,-3.299996843722493,-0.7473220485898497
307,11/10/1993,India,Karnataka state,35.0,10000.0,0.0,1993,687.0,1000.0,6.0,2515.0,0.0,0.0,58446.0,53528.0,57210.0,1716.0,243.0,52343.0,57210100.0,24588900.0,23267.0,2515000.0,-2.973194399637866,-0.3113595938358837
308,09/09/1993,India,Uttar Pradesh,260.0,0.0,500000.0,1993,687.0,1000.0,6.0,2515.0,0.0,0.0,58446.0,53528.0,57210.0,1716.0,243.0,52343.0,57210100.0,24588900.0,23267.0,2515000.0,-2.967264452537221,-0.3045850614842347
309,/05/1993,India,"Tripura, Karamganj (Assam)",0.0,50000.0,0.0,1993,687.0,1000.0,6.0,2515.0,0.0,0.0,58446.0,53528.0,57210.0,1716.0,243.0,52343.0,57210100.0,24588900.0,23267.0,2515000.0,-2.9741339211708264,-0.3124345388427998
310,/07/1993,India,Himachal Pradesh,175.0,0.0,0.0,1993,687.0,1000.0,6.0,2515.0,0.0,0.0,58446.0,53528.0,57210.0,1716.0,243.0,52343.0,57210100.0,24588900.0,23267.0,2515000.0,-2.9693204790313716,-0.30693212529552594
311,/05/1994,India,"Assam, Arunachal Pradesh, Jammu and Kashmir, Himachal, Punjab, Uttar Pradesh, Goa, Kerala, Gujarat states",2001.0,12060050.0,175000.0,1994,718.0,0.0,96.0,2570.0,0.0,0.0,59746.0,54663.0,59840.0,1795.0,2.0,560.0,59840000.0,25147300.0,23796.0,2570000.0,-2.8856595883694447,-0.21304848745816432
312,17/08/1994,India,New Delhi,14.0,2550.0,0.0,1994,718.0,0.0,96.0,2570.0,0.0,0.0,59746.0,54663.0,59840.0,1795.0,2.0,560.0,59840000.0,25147300.0,23796.0,2570000.0,-2.964898041593029,-0.3019057343302969
313,01/09/1995,India,"Bihar, Haryana, Punjab, Rajasthan, Himachal Pradesh, Jammu and Kasmir, Uttar Pradesh, West Bengal, Maharashtra states",1479.0,32704000.0,258000.0,1995,786.0,-1000.0,1149.0,2500.0,0.0,0.0,63629.0,58370.0,65767.0,1973.0,11.0,8240.0,65767400.0,25700000.0,25590.0,2500000.0,-3.0024144808962476,-0.3590470338638172
314,05/09/1995,India,Sikkim state,35.0,0.0,252.0,1995,786.0,-1000.0,1149.0,2500.0,0.0,0.0,63629.0,58370.0,65767.0,1973.0,11.0,8240.0,65767400.0,25700000.0,25590.0,2500000.0,-3.0594385676923492,-0.4235061644224214
315,23/10/1995,India,Andhra Pradesh,0.0,3000.0,2000.0,1995,786.0,-1000.0,1149.0,2500.0,0.0,0.0,63629.0,58370.0,65767.0,1973.0,11.0,8240.0,65767400.0,25700000.0,25590.0,2500000.0,-3.0580659894602413,-0.4217452269410731
316,23/08/1996,India,Jammu & Kashmir state,226.0,70000.0,0.0,1996,745.0,1000.0,1966.0,2589.0,0.0,0.0,61751.0,56557.0,62097.0,1860.0,619.0,0.0,62097400.0,25011000.0,24828.0,2588700.0,-3.13193877632529,-0.5145861586840712
317,11/07/1996,India,Uttar Pradesh,21.0,10.0,0.0,1996,745.0,1000.0,1966.0,2589.0,0.0,0.0,61751.0,56557.0,62097.0,1860.0,619.0,0.0,62097400.0,25011000.0,24828.0,2588700.0,-3.131498682391327,-0.5140670269849106
318,21/10/1996,India,"Tamil Nadu, Andhra Pradesh, Kerala, Karnataka states",388.0,100000.0,90400.0,1996,745.0,1000.0,1966.0,2589.0,0.0,0.0,61751.0,56557.0,62097.0,1860.0,619.0,0.0,62097400.0,25011000.0,24828.0,2588700.0,-3.132710249614678,-0.5153804043186073
319,10/07/1996,India,"West Bengal, Arunachal Pradesh, Assam",82.0,3000000.0,85000.0,1996,745.0,1000.0,1966.0,2589.0,0.0,0.0,61751.0,56557.0,62097.0,1860.0,619.0,0.0,62097400.0,25011000.0,24828.0,2588700.0,-3.1297001606018635,-0.5122575129679775
320,25/08/1996,India,"Bihar, Assam, Gujarat, Haryana, Kerala, Rajasthan, Uttar Pradesh",500.0,100000.0,17600.0,1996,745.0,1000.0,1966.0,2589.0,0.0,0.0,61751.0,56557.0,62097.0,1860.0,619.0,0.0,62097400.0,25011000.0,24828.0,2588700.0,-3.1344596804971414,-0.5174729366918467
321,17/07/1996,India,"Kishanganj, Darbhanga, Sitamarhi, Saharsa districts (Bihar state)",74.0,4000000.0,980.0,1996,745.0,1000.0,1966.0,2589.0,0.0,0.0,61751.0,56557.0,62097.0,1860.0,619.0,0.0,62097400.0,25011000.0,24828.0,2588700.0,-3.1260359253102363,-0.5077470662505865
322,08/08/1997,India,"Chandigarh, Chirgaon, Himalayan state of Himachal Pradesh.",135.0,20.0,71000.0,1997,832.0,-5000.0,34.0,2670.0,0.0,0.0,65807.0,60226.0,69350.0,2080.0,1491.0,0.0,69350200.0,25887100.0,26789.0,2669600.0,-3.231688944495916,-0.6578271152072139
323,22/08/1997,India,Coastal districts of West Bengal  (no better info),400.0,0.0,0.0,1997,832.0,-5000.0,34.0,2670.0,0.0,0.0,65807.0,60226.0,69350.0,2080.0,1491.0,0.0,69350200.0,25887100.0,26789.0,2669600.0,-3.227290013478213,-0.6519294109926568
324,/09/1997,India,"Andhra Pradesh, Arunachal Pradesh, Assam, Bihar, Gujarat, Himachal Pradesh, Jammu and Kashmir, Karnataka, Kerala, Maharashtra, Madyha Pradesh, Orissa, Punjab, Rajasthan, Sikkim, Uttar Pradesh, West Bengal states",1442.0,29259000.0,0.0,1997,832.0,-5000.0,34.0,2670.0,0.0,0.0,65807.0,60226.0,69350.0,2080.0,1491.0,0.0,69350200.0,25887100.0,26789.0,2669600.0,-3.126204326410682,-0.5195632227625855
325,22/06/1997,India,"Mehsana, Gandhi Nagar, Ahmedabad, Kheda, Sabarkanda, Vadodra, Banaskanda, Surender Nagar districts (Gujarat state)",111.0,1000000.0,153800.0,1997,832.0,-5000.0,34.0,2670.0,0.0,0.0,65807.0,60226.0,69350.0,2080.0,1491.0,0.0,69350200.0,25887100.0,26789.0,2669600.0,-3.2294512037083654,-0.6548971685378707
326,/08/1997,India,West,244.0,0.0,0.0,1997,832.0,-5000.0,34.0,2670.0,0.0,0.0,65807.0,60226.0,69350.0,2080.0,1491.0,0.0,69350200.0,25887100.0,26789.0,2669600.0,-3.229778546299104,-0.6552692017841212
327,19/09/1997,India,Guntoor (Guntur) and Prakasham districts (Andhra Pradesh),25.0,0.0,0.0,1997,832.0,-5000.0,34.0,2670.0,0.0,0.0,65807.0,60226.0,69350.0,2080.0,1491.0,0.0,69350200.0,25887100.0,26789.0,2669600.0,-3.233707872994329,-0.660527215906949
328,/08/1998,India,"Assam, Arunachal, Bihar, Kerala, Meghalaya, Punjab, Sikkim, Uttar Pradesh, West Bengal states",1811.0,29227200.0,0.0,1998,796.0,0.0,12.0,2752.0,0.0,0.0,68149.0,62610.0,66345.0,1990.0,1815.0,115.0,66345000.0,26696100.0,24852.0,2752300.0,-3.1179718205848124,-0.5084742044112847
329,16/09/1998,India,"Gujarat, Maharashtra states",90.0,50000.0,0.0,1998,796.0,0.0,12.0,2752.0,0.0,0.0,68149.0,62610.0,66345.0,1990.0,1815.0,115.0,66345000.0,26696100.0,24852.0,2752300.0,-3.2317996584349387,-0.6577792350693309
330,20/09/1998,India,"Andhra Pradesh, Hyderabad",230.0,375000.0,528600.0,1998,796.0,0.0,12.0,2752.0,0.0,0.0,68149.0,62610.0,66345.0,1990.0,1815.0,115.0,66345000.0,26696100.0,24852.0,2752300.0,-3.22875119282107,-0.653693332296162
331,11/07/1999,India,"Assam, Bihar, Gujarat, Karnataka, Kerala, Tripura, West Bengal, Arunachal Pradesh, Punjab",325.0,5500000.0,0.0,1999,855.0,-3000.0,7.0,2749.0,0.0,-0.0,69657.0,63914.0,71288.0,2139.0,1376.0,0.0,71287504.0,27523300.0,25901.0,2748600.0,-3.24367165458391,-0.6754010355150426
332,/09/1999,India,"Uttar Pradesh, Bihar, West Bengal, Madhya Prasdeh, Delhi",229.0,22120000.0,2400.0,1999,855.0,-3000.0,7.0,2749.0,0.0,-0.0,69657.0,63914.0,71288.0,2139.0,1376.0,0.0,71287504.0,27523300.0,25901.0,2748600.0,-3.2175347608128133,-0.6418286973135747
333,10/06/2000,India,"Yingkiang,Tuting villages (Upper Siang (70051) district, Arunachal Pradesh province), Along, Boleng villages (70054 district, Arunachal Pradesh province), Pasighat, Sika-bamin, Komlighat, Raneghat (70041 district, Arunachal Pradesh province), Tezu, Mahadevpur villages (Lohit district, Arunachal Pradesh province), Golaghat, Nagaon districts (Assam province),

",20.0,3000000.0,0.0,2000,916.0,-1000.0,1167.0,2573.0,0.0,-0.0,74216.0,68435.0,76369.0,2291.0,14.0,0.0,76368896.0,27486000.0,27785.0,2573060.0,-3.404112526771199,-0.9018015068039913
334,/07/2000,India,"East Siang, 70041, West Siang, 70054, Upper Siang (70051), 70045, 70050, Lower Dibang Valley districts (Arunachal Pradesh province)",130.0,0.0,0.0,2000,916.0,-1000.0,1167.0,2573.0,0.0,-0.0,74216.0,68435.0,76369.0,2291.0,14.0,0.0,76368896.0,27486000.0,27785.0,2573060.0,-3.4110703234765767,-0.9117032272501688
335,02/08/2000,India,"Katihar, Sitamarhi districts (Bihar province), Kinnaur district (Himachal Pradesh province), Bankura, Barddhaman, Birbhum, Haora, Hugli, Maldah, Murshidabad, Nadia, North 24 Parganas, West Midnapore districts (West Bengal province), Pithoragarh, Naini Tal districts (Uttarakhand province), Ahmadabad district (Gujarat province), Andhra Pradesh, Assam, Arunachal Pradesh, Madhya Pradesh, Punjab, Uttar Pradesh, Maharashtra, Rajasthan, Chandigarh, Kerala",867.0,22000000.0,43000.0,2000,916.0,-1000.0,1167.0,2573.0,0.0,-0.0,74216.0,68435.0,76369.0,2291.0,14.0,0.0,76368896.0,27486000.0,27785.0,2573060.0,-3.3343857139264386,-0.8030834424698989
336,23/08/2000,India,"Adilabad, Cuddapah, East Godavari, Guntur, Hyderabad, Karimnagar, Khammam, Krishna, Kurnool, Mahbubnagar, Medak, Nalgonda, Nellore, Nizamabad, Prakasam, Rangareddi, Vishakhapatnam, Warangal, West Godavari districts (Andhra Pradesh province)",179.0,252016.0,173000.0,2000,916.0,-1000.0,1167.0,2573.0,0.0,-0.0,74216.0,68435.0,76369.0,2291.0,14.0,0.0,76368896.0,27486000.0,27785.0,2573060.0,-3.409693571746894,-0.9097333319572625
337,18/09/2000,India,"Birbhum, Bardhaman, Murshidabad, Maldah districts (West Bengal province), Dumka, Sahibganj, Deoghar districts (Jharkhand province), Banka, Bhagalpur, Munger, Sheikhpura districts (Bihar province)",884.0,24600000.0,691500.0,2000,916.0,-1000.0,1167.0,2573.0,0.0,-0.0,74216.0,68435.0,76369.0,2291.0,14.0,0.0,76368896.0,27486000.0,27785.0,2573060.0,-3.336026709024664,-0.8052479031781844
338,19/10/2000,India,North 24 Parganas district (West Bengal province),6.0,534035.0,0.0,2000,916.0,-1000.0,1167.0,2573.0,0.0,-0.0,74216.0,68435.0,76369.0,2291.0,14.0,0.0,76368896.0,27486000.0,27785.0,2573060.0,-3.4114116967049326,-0.9121877362301114
339,05/06/2001,India,"Silchar city (Cachar district, Assam province), Patharkandi village (Karimganj district, Assam province), West Tripura district (Tripura province)",5.0,700000.0,0.0,2001,896.0,5000.0,3016.0,2634.0,0.0,-0.0,71676.0,65905.0,69681.0,2240.0,10.0,350.0,69680896.0,25730600.0,27081.0,2634470.0,0.15625970030402703,-0.1772401748275463
340,08/07/2001,India,"Marshagal, Mahakalpada villages (Kendrapara district, Orissa province), Kakatpur, Astaranga, Kanas, Delanga villages (Puri district, Orissa province), Banki, Kantapada villages (Cuttack district, Orissa province), Balipatna villages (Khordha district, Orissa province), Atharmalik villages (Angul district, Orissa province), Jajpur, Jagatsinghpur, Kalahandi, Koraput, Bolangir, Nayagarh, Baleshwar, Bhadrak districts (Orissa province), Dhamtari, Raipur, Mahasamund, Janjgir-Champa, Raigarh districts (Chhattisgarh province)",100.0,9670000.0,90000.0,2001,896.0,5000.0,3016.0,2634.0,0.0,-0.0,71676.0,65905.0,69681.0,2240.0,10.0,350.0,69680896.0,25730600.0,27081.0,2634470.0,0.15625602430512928,-0.17720859703889225
341,/06/2001,India,"Hosdurg borough (Kanhangad city, Kasaragod district, Kerala province), Vertak Nagar area (Thane district, Maharashtra province), Bhandup area (Mumbai Suburban district, Maharashtra province)",28.0,4.0,0.0,2001,896.0,5000.0,3016.0,2634.0,0.0,-0.0,71676.0,65905.0,69681.0,2240.0,10.0,350.0,69680896.0,25730600.0,27081.0,2634470.0,0.15625981321612767,-0.1772411449738188
342,04/07/2001,India,"Idukki, Kottayam, Pattanamtitta, Kollam, Alappuzha districts (Kerala province)",86.0,40000.0,116924.0,2001,896.0,5000.0,3016.0,2634.0,0.0,-0.0,71676.0,65905.0,69681.0,2240.0,10.0,350.0,69680896.0,25730600.0,27081.0,2634470.0,0.156259572858428,-0.1772390804557131
343,/08/2001,India,"Aurangabad, Bhojpur, Gopalganj, Jehanabad, Muzaffarpur, Nalanda, Pashchim Champaran, Patna, Purba Champaran, Rohtas, Saran, Sitamarhi, Siwan, Vaishali districts (Bihar province)",0.0,400000.0,0.0,2001,896.0,5000.0,3016.0,2634.0,0.0,-0.0,71676.0,65905.0,69681.0,2240.0,10.0,350.0,69680896.0,25730600.0,27081.0,2634470.0,0.1562597304981874,-0.17724043433074
344,/08/2001,India,Delhi province,10.0,36.0,0.0,2001,896.0,5000.0,3016.0,2634.0,0.0,-0.0,71676.0,65905.0,69681.0,2240.0,10.0,350.0,69680896.0,25730600.0,27081.0,2634470.0,0.15625978152182587,-0.17724087277683045
345,20/08/2001,India,"Gopalganj, Purba Champaran, Pashchim Champaran, Muzaffarpur, Vaishali, Saran districts (Bihar province)",158.0,7000000.0,26000.0,2001,896.0,5000.0,3016.0,2634.0,0.0,-0.0,71676.0,65905.0,69681.0,2240.0,10.0,350.0,69680896.0,25730600.0,27081.0,2634470.0,0.1562574149173167,-0.17722054234430906
346,/09/2001,India,"Saran, Gopalganj, Purba Champaran, Madhubani districts (Bihar province), Uttar Pradesh province",48.0,2800000.0,26000.0,2001,896.0,5000.0,3016.0,2634.0,0.0,-0.0,71676.0,65905.0,69681.0,2240.0,10.0,350.0,69680896.0,25730600.0,27081.0,2634470.0,0.15625937439689794,-0.17723737432040096
347,07/09/2001,India,"Saran, Gopalganj districts (Bihar province)",146.0,0.0,103000.0,2001,896.0,5000.0,3016.0,2634.0,0.0,-0.0,71676.0,65905.0,69681.0,2240.0,10.0,350.0,69680896.0,25730600.0,27081.0,2634470.0,0.15625945356356932,-0.1772380556870538
348,21/06/2002,India,"Barpeta, Bongaigaon, Cachar, Darrang, Dhemaji, Dhuburi, Dibrugarh, Goalpara, Golaghat, Jorhat, Kamrup, Karimganj, Kokrajhar, Lakhimpur, Marigaon, Nagaon, Nalbari, Sibsagar, Sonitpur, Tinsukia districts (Assam province), Araria, Begusarai, Bhagalpur, Darbhanga, Gopalganj, Katihar, Khagaria, Kishanganj, Madhepura, Madhubani, Muzaffarpur, Nalanda, Pashchim Champaran, Patna, Pruba Champaran, Purnia, Saharsa, Samastipur, Saran, Sheikhpura, Sheohar, Sitamarhi, Siwan, Supaul districts (Bihar province), Lahul and Spiti district (Himachal Pradesh province), Balaghat district (Madhya Pradesh province), Tehri Garhwal district (Uttarakhand province), Adilabad, Khammam, Karimnagar districts (Andhra Pradesh province), Jalpaiguri, Kochbihar, Darjiling districts (West Bengal province), Meghalaya, Tripura, Arunachal Pradesh, Gujarat, Kerala, Manipur, Maharashrta provinces ",549.0,42000000.0,30772.0,2002,922.0,4000.0,4288.0,2520.0,0.0,0.0,72527.0,66781.0,72766.0,2304.0,48.0,0.0,72766304.0,26344700.0,27621.0,2519570.0,0.15622386497632476,-0.17693233677128056
349,11/08/2002,India,"Tehri Garhwal district (Uttaranchal province), Bihar, Assam, Manipur provinces",33.0,50.0,20000.0,2002,922.0,4000.0,4288.0,2520.0,0.0,0.0,72527.0,66781.0,72766.0,2304.0,48.0,0.0,72766304.0,26344700.0,27621.0,2519570.0,0.15624978605416118,-0.17715501458378802
350,20/08/2002,India,Balaghat district (Madhya Pradesh province),100.0,3000.0,0.0,2002,922.0,4000.0,4288.0,2520.0,0.0,0.0,72527.0,66781.0,72766.0,2304.0,48.0,0.0,72766304.0,26344700.0,27621.0,2519570.0,0.15624985089536342,-0.1771555716312253
351,03/09/2002,India,"Bharuch district (Gujarat province), Jalgaon, Nasik districts (Maharashtra province)",22.0,5000.0,0.0,2002,922.0,4000.0,4288.0,2520.0,0.0,0.0,72527.0,66781.0,72766.0,2304.0,48.0,0.0,72766304.0,26344700.0,27621.0,2519570.0,0.15624978041019028,-0.17715496608841244
352,10/10/2002,India,"Kannur, Kasaragod, Kozhikode, Malappuram, Thiruvananthapuram districts (Kerala province)",11.0,0.0,0.0,2002,922.0,4000.0,4288.0,2520.0,0.0,0.0,72527.0,66781.0,72766.0,2304.0,48.0,0.0,72766304.0,26344700.0,27621.0,2519570.0,0.15624977012491142,-0.17715487777703579
353,01/10/2002,India,"Chennai, Coimbatore, Cuddalore districts (Tamil Nadu province",20.0,200.0,0.0,2002,922.0,4000.0,4288.0,2520.0,0.0,0.0,72527.0,66781.0,72766.0,2304.0,48.0,0.0,72766304.0,26344700.0,27621.0,2519570.0,0.15624977924338446,-0.17715495606675752
354,11/06/2003,India,"Assam, Bihar, Tripura, West Bengal provinces",142.0,4550000.0,0.0,2003,1047.0,9000.0,4856.0,2659.0,0.0,0.0,69952.0,64002.0,65761.0,2244.0,47.0,0.0,65760800.0,25195700.0,26100.0,2659470.0,0.15624233712467323,-0.1770910017283564
355,15/07/2003,India,"Khavda, Banni, Natkharana, Lakhpat villages (Kachchh district, Gujarat province)",13.0,14500.0,0.0,2003,1047.0,9000.0,4856.0,2659.0,0.0,0.0,69952.0,64002.0,65761.0,2244.0,47.0,0.0,65760800.0,25195700.0,26100.0,2659470.0,0.1562433122974854,-0.1770993823531198
356,27/08/2003,India,"Cuttack, Jagatsinghpur, Kendrapara, Jajpur, Puri, Bolangir, Sonepur, Kalahandi, Rayagada, Gajapati, Baragarh, Koraput, Nayagarh, Ganjam, Angul districts (Orissa province)",67.0,3000000.0,169000.0,2003,1047.0,9000.0,4856.0,2659.0,0.0,0.0,69952.0,64002.0,65761.0,2244.0,47.0,0.0,65760800.0,25195700.0,26100.0,2659470.0,0.15624239954111926,-0.17709153786523857
357,16/07/2003,India,Kullu district (Himachal Pradesh province),150.0,30.0,0.0,2003,1047.0,9000.0,4856.0,2659.0,0.0,0.0,69952.0,64002.0,65761.0,2244.0,47.0,0.0,65760800.0,25195700.0,26100.0,2659470.0,0.15624276799446235,-0.17709470586534218
358,07/08/2003,India,"Solang village (Kullu district, Himachal Pradesh)",43.0,15.0,0.0,2003,1047.0,9000.0,4856.0,2659.0,0.0,0.0,69952.0,64002.0,65761.0,2244.0,47.0,0.0,65760800.0,25195700.0,26100.0,2659470.0,0.15624335317079896,-0.17709973350942515
359,10/09/2003,India,Uttar Pradesh province,37.0,0.0,0.0,2003,1047.0,9000.0,4856.0,2659.0,0.0,0.0,69952.0,64002.0,65761.0,2244.0,47.0,0.0,65760800.0,25195700.0,26100.0,2659470.0,0.15624334974100262,-0.1770997040349645
360,10/04/2004,India,"Leimapokpam, Thiyam, Lourembam, Nambol Laitonjam villages (Bishnupur district, Manipur province), Na-Orem, Pukhrambam, Sanjenbam villages (West Imphal district, Manipur province), Oinam, Khangabok villages (Thoubal district, Manipur province)",0.0,5000.0,0.0,2004,1098.0,940.0,2202.0,2638.0,0.0,0.0,71008.0,64344.0,72156.0,2928.0,114.0,0.0,72156200.0,26594700.0,27132.0,2638290.0,-3.5119302043423297,-1.0586552144893508
361,20/06/2004,India,"Darbhanga, Madhubani, Sitamarhi, Banka, Bhagalpur, Muzaffarpur, Sheohar districts (Bihar province), West Tripura, South Tripura districts (Tripura province), Kamrup, Nalbari, Darrang, Sonitpur, Dhemaji, Lakhimpur districts (Assam province), Gujarat, Jammu and Kashmir provinces",900.0,33000000.0,2500000.0,2004,1098.0,940.0,2202.0,2638.0,0.0,0.0,71008.0,64344.0,72156.0,2928.0,114.0,0.0,72156200.0,26594700.0,27132.0,2638290.0,-3.454772828127415,-0.9744089181669722
362,09/06/2004,India,"Wayanad, Kozhikode, Kannur, Kasaragod districts (Kerala province)",45.0,1000.0,0.0,2004,1098.0,940.0,2202.0,2638.0,0.0,0.0,71008.0,64344.0,72156.0,2928.0,114.0,0.0,72156200.0,26594700.0,27132.0,2638290.0,-3.5111259344068224,-1.057473406266059
363,20/09/2004,India,"Uttar Pradesh, Himachal Pradesh provinces",33.0,0.0,0.0,2004,1098.0,940.0,2202.0,2638.0,0.0,0.0,71008.0,64344.0,72156.0,2928.0,114.0,0.0,72156200.0,26594700.0,27132.0,2638290.0,-3.510662401558238,-1.0567898721277384
364,07/10/2004,India,"Goalpara district (Assam province), Meghalaya, Arunachal Pradesh, West Bengal provinces",160.0,100000.0,0.0,2004,1098.0,940.0,2202.0,2638.0,0.0,0.0,71008.0,64344.0,72156.0,2928.0,114.0,0.0,72156200.0,26594700.0,27132.0,2638290.0,-3.515569588777929,-1.0640246960047763
365,01/08/2004,India,"Uttarakhand, Gujarat, Maharashtra, Punjab, Haryana, Rajasthan provinces",210.0,100000.0,276000.0,2004,1098.0,940.0,2202.0,2638.0,0.0,0.0,71008.0,64344.0,72156.0,2928.0,114.0,0.0,72156200.0,26594700.0,27132.0,2638290.0,-3.515888268695477,-1.0644966043516488
366,27/05/2005,India,Mokokchung district (Nagaland province),14.0,12.0,0.0,2005,1185.0,1016.0,867.0,2648.0,0.0,-0.0,68833.0,62211.0,68637.0,2788.0,47.0,0.0,68636900.0,26382900.0,26016.0,2648360.0,-3.5873016440909957,-1.1711222925233984
367,28/06/2005,India,"Surat, Valsad, Navsari, Bharuch, Vadodara, Surendranagar, The Dangs, Ahmedabad, Anand, Kheda, Amreli, Bhavnagar, Junagadh, Rajkot, Narmada, Jamnagar, Gandhinagar, Sabarkantha districts (Gujarat province)",239.0,405000.0,2300000.0,2005,1185.0,1016.0,867.0,2648.0,0.0,-0.0,68833.0,62211.0,68637.0,2788.0,47.0,0.0,68636900.0,26382900.0,26016.0,2648360.0,-3.6236379011889737,-1.2261293872788166
368,09/07/2005,India,"Digras, Nandgavan villages (Yavatmal district, Maharashtra province)",25.0,0.0,0.0,2005,1185.0,1016.0,867.0,2648.0,0.0,-0.0,68833.0,62211.0,68637.0,2788.0,47.0,0.0,68636900.0,26382900.0,26016.0,2648360.0,-3.5869542103906693,-1.1705983642742022
369,26/06/2005,India,"Sangla, Kalpa, Yangthang, Sumdo, Khab, Karcham, Leo, Akpa, Kharo villages (Kinnaur district, Himachal Pradesh province), Rampur Bushahr village (Shimla district, Himachal Pradesh province), Kullu, Bilaspur, Mandi districts (Himachal Pradesh)",6.0,5000.0,23000.0,2005,1185.0,1016.0,867.0,2648.0,0.0,-0.0,68833.0,62211.0,68637.0,2788.0,47.0,0.0,68636900.0,26382900.0,26016.0,2648360.0,-3.5878374366391226,-1.1719303346278278
370,07/07/2005,India,"Yingkiong village (Upper Siang (70051) district, Arunachal Pradesh province), Seppa village (East Kameng (70040) district, Arunachal Pradesh province), Anini village (70050 district, Arunachal Pradesh province), Dibrugarh, Sonitpur, Sibsagar, Dhemaji, Tinsukia, Karimganj, Lakhimpur, Jorhat, Morigaon, Dhuburi, Goalpara, Barpeta districts (Assam province), Bahraich, Shravasti, Banda, Ballia, Lakhimpur Kheri, Kanpur, Varanasi, Mainpuri districts (Uttar Pradesh province), Haridwar, Uttarkashi, Naini Tal, Dehran Dun districts (Uttarakhand province), Muzaffarpur, Darbhanga, Madhubani districts (Bihar province), Birbhum district (West Bengal province)",70.0,1908000.0,0.0,2005,1185.0,1016.0,867.0,2648.0,0.0,-0.0,68833.0,62211.0,68637.0,2788.0,47.0,0.0,68636900.0,26382900.0,26016.0,2648360.0,-3.593356127110084,-1.1802630218657144
371,02/07/2005,India,"Ashoknagar, Chhatarpur, Damoh, Jabalpur, Katni, Narsinghpur, Panna, Rewa, Sagar, Satna districts (Madhya Pradesh province)",62.0,49000.0,0.0,2005,1185.0,1016.0,867.0,2648.0,0.0,-0.0,68833.0,62211.0,68637.0,2788.0,47.0,0.0,68636900.0,26382900.0,26016.0,2648360.0,-3.587422712738204,-1.171306841731242
372,10/07/2005,India,"Adilabad, Hyderabad, Karimnagar, Khammam, Mahbubnagar, Medak, Nalgonda, Nizamabad, Rangareddi, Warangal, East Godavari, Guntur, Krishna, Nellore, Prakasam, Srikakulam, Vishakhapatnam, Vizianagaram, West Godavari districts (Andhra Pradesh province)",12.0,10000.0,0.0,2005,1185.0,1016.0,867.0,2648.0,0.0,-0.0,68833.0,62211.0,68637.0,2788.0,47.0,0.0,68636900.0,26382900.0,26016.0,2648360.0,-3.5873793735466344,-1.1712395317090107
373,24/07/2005,India,"Gujarat, Madhya Pradesh, Maharashtra, Goa, Orissa, Karnataka, Himachal Pradesh, Jammu and Kashmir provinces",1200.0,20000055.0,3330000.0,2005,1185.0,1016.0,867.0,2648.0,0.0,-0.0,68833.0,62211.0,68637.0,2788.0,47.0,0.0,68636900.0,26382900.0,26016.0,2648360.0,-3.5452505280559996,-1.1075926287859195
